Sample ID,Ground Truth,OCR Text
a01-011x.png,"Delegates from Mr. Kenneth Kaunda's United National Independence Party (280,000 members) and Mr. Harry Nkumbula's African National Congress (400,000) will meet in London today to discuss a common course of action. Sir Roy is violently opposed to Africans getting an elected majority in Northern Rhodesia, but the Colonial Secretary, Mr. Iain Macleod, is insisting on a policy of change.","Deéegatea Crom Mr. Lonneth Counaa’s llarkee Walitnat Inelepencencee farky (280'000 member) and Ur. Harry Veumbuliy Af non Mhcnat Con grea 6400000) will mack in lonaten tOute to Yaiscuss aq ccmincon corse of AChow Ud Sir os viollnty oppose. 10 Afnamns at an COCK me onky wy horlherr hocesia, ud tre CoOmial eer , bn lan backod, i) msi on & pity of ia "
a01-014.png,"Sir Roy's United Federal Party is boycotting the London talks on the Protectorate's future. Said Mr. Nkumbula last night: ""We want to discuss what to do if the British Government gives in to Sir Roy and the talks fall through. There are bound to be demonstrations."" Yesterday Sir Roy's chief aide, Mr. Julius Greenfield, telephoned his chief a report on his talks with Mr. Macmillan at Chequers.","tee Reyin United Feder Raty to boycotting tice Genco teller cw Yer Bavtrcheee tes btine Amd My, NRuwble ont toll: pit iment te dictum phot to de U the Prt Youmment guts wte Mi Roy and the totter poll rouge: Ther are bound tobe dimowitertrown!! Yertewlay Ant Roy! a Jf. redny Hors Spdowo Ureenbield telyphovad Imo Une » report on lwo tables Ltr Mes Macmmow ot Uneptay "
a01-014u.png,"Sir Roy's United Federal Party is boycotting the London talks on the Protectorate's future. Said Mr. Nkumbula last night: ""We want to discuss what to do if the British Government gives in to Sir Roy and the talks fall through. There are bound to be demonstrations."" Yesterday Sir Roy's chief aide, Mr. Julius Greenfield, telephoned his chief a report on his talks with Mr. Macmillan at Chequers.","Cle Pons Unitot Tectosal “Poshy + bowcadln na, dual Lenclen datkhs on bre Woleclorates fulrue_ . Laick Mr. Miawbuloar loo wrelk + 4. We werk 40 ciacures whalk to ae St ec TBekich dementias Weolerdaay Sir “Ray's clink aiaa, Me Jatin Gurenliglr, tempor kis anual O wpe Guo Ws bolk wih Me. Macuiicr or Cusrcanop - "
a01-014x.png,"Sir Roy's United Federal Party is boycotting the London talks on the Protectorate's future. Said Mr. Nkumbula last night: ""We want to discuss what to do if the British Government gives in to Sir Roy and the talks fall through. There are bound to be demonstrations."" Yesterday Sir Roy's chief aide, Mr. Julius Greenfield, telephoned his chief a report on his talks with Mr. Macmillan at Chequers.","Dh Fey's Minted Federal firey 0 toy eetliug th oloudon tatks wu the Pyotectorate’s ftune. be Me Ahantata hee ag ht. ""Ye Yui h dbus whal alr 4Y ht Listed, Glapesnombut gives a & Ags aud the taths full Miocepa. Fits are bottu/ bo fe otuwutt ah ous Sitday AeA Joy /s Mi ache ED tate baad tel honeo! Ms shies & Aport tu tet taths wih Ses, Jtatnutlan ol he Guees! "
a01-020.png,Mr. Macleod went on with the conference at Lancaster House despite the crisis which had blown up. He has now revealed his full plans to the Africans and Liberals attending. These plans do not give the Africans the overall majority they are seeking. African delegates are studying them today. The conference will meet to discuss the function of a proposed House of Chiefs.,"Hr Hacleok went om vik Ke merce of hancagks House deople foe crisis whi hack thowor ug. He N% not reveaecl ke full plo fo Ke Qfrcarn ana Luck, eho hn 3. Prese pkorg ao not pre Ae Ofcan fhe oveaclt majors ry €x Que teak 9. Cfrcan oletes ole Que Ted yc fh er net, Ae confuerce wil meef fo doung Ae firchom of Q fro power A Hou Se of Aiefr. "
a01-020u.png,Mr. Macleod went on with the conference at Lancaster House despite the crisis which had blown up. He has now revealed his full plans to the Africans and Liberals attending. These plans do not give the Africans the overall majority they are seeking. African delegates are studying them today. The conference will meet to discuss the function of a proposed House of Chiefs.,"he. Maclook wu a wih wma_ coukeronce Oe loaucart2s Warcrt ddoeke we onaie WML hack Slows up. U2 has uorto RvU2AWA Lis EX Plara bo oa Macs anh Uboalk OR Are ~ Vikease please lo ucdhk qot Ma Marcanrs bie ovo maomby Mey ur serking., Mrcan aaig aaa cue Dhar guna lnc toctay, The Confeauncegn wrk uweok to Xincues Ma_ freckicu of ao pvoeaeed theanes. Gs Cicok. "
a01-020x.png,Mr. Macleod went on with the conference at Lancaster House despite the crisis which had blown up. He has now revealed his full plans to the Africans and Liberals attending. These plans do not give the Africans the overall majority they are seeking. African delegates are studying them today. The conference will meet to discuss the function of a proposed House of Chiefs.,Mr Macleod went on with the conference ak lancaster House despite He crisir whieh had blown up. [te Was wow Vevealed Wis Pull plans ko He Africans ane Cilevals attending. These plans clo wok give he Afiicans the overall majo — rity they ove Seeking. African delegates ve shudying tem olay. The conference will meet ko cliscass Fe Punckion of a proposed tose of Ehiebs. 
a01-026.png,"MR. IAIN MACLEOD, the Colonial Secretary, denied in the Commons last night that there have been secret negotiations on Northern Rhodesia's future. The Northern Rhodesia conference in London has been boycotted by the two main settlers' parties - the United Federal Party and the Dominion Party. But representatives of Sir RoyWelensky, Prime Minister of the Central African Federation, went to Chequers at the week-end for talks with Mr. Macmillan.","HR. Al) MACLEOD, Hee Coforval Secretary, atorweot in the Commong Last night foot Faee have been gece neaohchong on NorKen Rho clesiah futese. The Neen Khe cleo con fsence 1 heen hoo heen boycchecl by He tla man selllas’ pubes - fe Ubuikeol Feotycl hasbg and He Yorunva Party, Rut represertahvers of Sir Koo Dekensla | Pring e Moishe of re CGntrel Afican Tecluehory Went to Cheques at He wet-~encl fy elke / Hr. Hocav han. "
a01-026u.png,"MR. IAIN MACLEOD, the Colonial Secretary, denied in the Commons last night that there have been secret negotiations on Northern Rhodesia's future. The Northern Rhodesia conference in London has been boycotted by the two main settlers' parties - the United Federal Party and the Dominion Party. But representatives of Sir Roy Welensky, Prime Minister of the Central African Federation, went to Chequers at the week-end for talks with Mr. Macmillan.","lar, \MN MACLEOD, be Coleomiart Secu lowg O22 Ww Wee Comics lack wighk Mae Uipe kave begun raccurk urqohakena m% Mores “Rhodewalts fibve. Te Nowbhay Rhooteoiam ceunkesenca Ww Lercler hoo RsQam voycorked by Ma two ‘Vitten whdiem ences Ine Lnrikech Fecaaat “Pevty auch Ha Dourarter Posty. “Buk w@pareerkorive, of Lr “Row Wes by , Powe Minides of ba Gubah Mica, Tererotte. , wer to Clhaquos ob Pua WADE —Auh Low talksa wt Wy Mv. Mac wa or "
a01-026x.png,"MR. IAIN MACLEOD, the Colonial Secretary, denied in the Commons last night that there have been secret negotiations on Northern Rhodesia's future. The Northern Rhodesia conference in London has been boycotted by the two main settlers' parties - the United Federal Party and the Dominion Party. But representatives of Sir Roy Welensky, Prime Minister of the Central African Federation, went to Chequers at the week-end for talks with Mr. Macmillan.","In. Stun Spclecd, the lolol Aeretery deuttte tm Khe tommoun fast ciht that thre rave heen betsil megan ove ou the Norther, Khalai’ 4 puatwre. The Nothin Rhoden Arifeceuce ies his been ager by tbe Pro ua MMbts forte Bt Wed Fede hud the Jotucwuby Jasty, Bet Aeprtsettah¥e2 uf he Aey Veleushey, Pure Miairte af the Yitrel pues Fedealron, weut + Keg uer Gl the week-end fe tats myth Ms Securlloy "
a01-030.png,"Northern Rhodesia is a member of the Federation. Mr. Macleod was not at the week-end meeting. But he told M Ps yesterday: ""I have no knowledge of secret negotiations."" He said Britain had an obligation to consult the Federal Government. But the final decision remained with the British Government. Mr. James Callaghan, Labour's Colonial spokesman, said Sir Roy had no right to delay progress in the talks by refusing to sit round the conference table.","a RET EP PTE POS ON Yr Hock woo rok ok ALL wulk- om wekiung. Buk he Aolh W Bs ypherdany: ""| rane wr Anowtdy of svcd nagotiakions.” Re sod Bile hod an ofhigehn As cona Are Feclureth Goverment, Buk Are Aunak duction vunalinnd wilh Ae Bil pvermnd, Hr. Jeunes Callaghan, pabour's Coloniar spekewmony said Sér Roy tak war sigh 40 duloy, progrens tn Are, Aabkn dup tehuriing Ao st round the vonderence “fede, "
a01-030u.png,"Northern Rhodesia is a member of the Federation. Mr. Macleod was not at the week-end meeting. But he told M Ps yesterday: ""I have no knowledge of secret negotiations."" He said Britain had an obligation to consult the Federal Government. But the final decision remained with the British Government. Mr. James Callaghan, Labour's Colonial spokesman, said Sir Roy had no right to delay progress in the talks by refusing to sit round the conference table.","Moar amu RuotWerr wo a ueubes af He Bdaoameu, bie , Baclro& was wnak al Mol weak —end waka. “Bub ta bolA MPS yosderocray: , I hove uo bnowledae of secuak usqohabena, * ic noi eke or. oBlUigoken 40 ccusuth lnm.. “tin Gu@imwane, Bek tea, Funk AQcrdieon vweurcaruch wih bie “Brkish Gooouue Mur. Jones Carraqgun , LaQay's Colcurat DpelBoman), said Loc “Roy hak 4a nghk to ALLOW PIO Be «a Ta Mua talka by Rhona lo mae vorrnd ae ceufgoenrcd Lara. "
a01-030x.png,"Northern Rhodesia is a member of the Federation. Mr. Macleod was not at the week-end meeting. But he told M Ps yesterday: ""I have no knowledge of secret negotiations."" He said Britain had an obligation to consult the Federal Government. But the final decision remained with the British Government. Mr. James Callaghan, Labour's Colonial spokesman, said Sir Roy had no right to delay progress in the talks by refusing to sit round the conference table.","Novtheyn Rhodesia is a member of the Fede _ vation. Mr. Macleod was nok at the week-end meeting. But he fobL Off B yesterday: ""/ have wo Rnwledge of Seever negotiatvows, “ He Saxck Britain hed an obligation be consult He Fecleval Gotevnemenk, /Ir James Cllag han , La soor'!s Clouek SprkeSman, ict Siv Roy had no yah to delary progwess In He folles by refusing ho Sik round the con lover c lable "
a01-038.png,"Mr. Macleod thought the two Rhodesian parties had refused to attend the talks because Sir Roy had found messages sent from the Government were ""unsatisfac- tory."" African delegates to the talks yesterday called on Mr. Macmillan to cease his negotiations with Sir Roy's representative, Mr. Julius Greenfield. He was at Che- quers last week-end. They said they regarded with ""growing anger"" the ""gross and unconstitutional"" interference by Sir Roy's Federal Government in the talks.","Mu, Madeod throught Bre to Rhrodraor Merk frow tr Yourrmnmwment were \ Ummadirpo e - tomy"" Apron dukes San to the toler yokes coded orn Wri, Macwrllaw bo wane lig Me, tos Mecewheld | lin, Lat oe Ci = Quer beck wtele-end , They prorcdk Prey meqavrdek vail ssi he, 38 The u qvorn Ma Roya dered Youermunent tne Khe \ "
a01-038x.png,"Mr. Macleod thought the two Rhodesian parties had refused to attend the talks because Sir Roy had found messages sent from the Government were ""unsatis-fac- tory."" African delegates to the talks yesterday called on Mr. Macmillan to cease his negotiations with Sir Roy's representative, Mr. Julius Greenfield. He was at Che- quers last week-end. They said they regarded with ""growing anger"" the ""gross and unconstitutional"" interference by Sir Roy's Federal Government in the talks.","My. Meco ed thesh Le ee U bade sin wees ed re based a atled Le Lbs a ae ly a faa masses sulk bei Ve (oven yea Whe ‘unsal face li bncen belecols F le bbls yosaday called On My Mec mille f, Coagk i resghbhs wit Si lays Kpesnh tle M, A bee, fl /f Wes me (heptars leh ay Thy ct {hey rege will ‘ Siow des"" fhe 9105s ul — Inte fence by Gd ley's hel Lcwiil bbl falls "
a01-043.png,Informal talks at Lancaster House will resume today. PRESIDENT KENNEDY today defended the appointment of a Negro as his Housing Minister. It has aroused strong opposition from the anti-Negro senators of the Deep South. The negro is Mr. Robert Weaver of New York. One of his tasks will be to see there is no racial discrimination in Government and State housing projects.,"hfoarra| dell, wt letrcak bere well ease trclaeg Boe TL Ferctee by doolauy ce farcle/ Ke at pac hirer of e Negpe Ww Las Aeureg Mite. Jf bar sels a hog epport baer freer be aaah - Neyec sere fovr of He bye Ipectt,, Vhe neyo at Mb. babel Uhere~ of Mew Ufek. Ow rf bar tela well te do see Mere 25 Ver pce ee hoes ie Oreste iain el wif fk bocce) projeck. "
a01-043u.png,Informal talks at Lancaster House will resume today. PRESIDENT KENNEDY today defended the appointment of a Negro as his Housing Minister. It has aroused strong opposition from the anti-Negro senators of the Deep South. The negro is Mr. Robert Weaver of New York. One of his tasks will be to see there is no racial discrimination in Government and State housing projects.,nfemurcdkt tarks ak Lancade Horree ur0r Wounn toca. PRESIPENT KENNEDY boday drfercteod Maa. aprernbuent of a Nequa as iro Honea Murdes. Ie has arouerd sheng Opeestion Pow Ma cud -Arqve seuaheve of ba i... t.c0 Tie coe | he. De * Wears of Nao York. Gus. of Wo tatha wit 2 bo apn MO? Lo up vacial Aisennuiuali ec mm Govn@ruwenrk orA Shore harreres o PVAK OD : 
a01-043x.png,Informal talks at Lancaster House will resume today. PRESIDENT KENNEDY today defended the appointment of a Negro as his Housing Minister. It has aroused strong opposition from the anti-Negro senators of the Deep South. The negro is Mr. Robert Weaver of New York. One of his tasks will be to see there is no racial discrimination in Government and State housing projects.,"oe ae 2 oe Lace wt ia toby. PLESIOENT KENNEDY deley bf He “appoddandh of « Neo a5 Is Hwy Mish, hes onontd show oygesnttn fron He anh —Noi Sena hts of I ep Souk. Ike heno 1) My. Lobe Whanee ef Nay WM Ose of hs Pl ol ede Me A wereld dod ih ss goal Shak hows rojeals. "
a01-049.png,"Senator Allen Ellender, of Louisiana, sparked off the opposition by telling a television audience it was ""current Washington gossip"" that Weaver once had Communist affilia- tions. The Senate Banking Committee, which is headed by another Southern Senator - Willis Robertson, of Virginia - met today in closed session to discuss Weaver's ap- pointment. Senator Robertson later disclosed he had sent a letter to Mr. Kennedy saying he had received several complaints about Weaver's loyalty.","arechen (Ur Wbewcler of Cauerrverver spas! of Me oppor bie by [lous pe ee a, cree! Ubeelierrg ety yoy : Kul Were. roe teel C Si Hr lala [he Jerccle burchery Carvetlee wvicl 0 beaded fer arellar laeLlacen beceche tll eb bony rf | Vigra ~ eel foley Le ea! Ga ke iia Where > ccpporrrtecewert Sure le bobetnss bale cleiborc! be tel aula ble te Ky Mtergel nage < Luc wattect ete Petatpheae ty pborf Wecre. 7 (ornelhy "
a01-049u.png,"Senator Allen Ellender, of Louisiana, sparked off the opposition by telling a television audience it was ""current Washington gossip"" that Weaver once had Communist affilia- tions. The Senate Banking Committee, which is headed by another Southern Senator - Willis Robertson, of Virginia - met today in closed session to discuss Weaver's ap- pointment. Senator Robertson later disclosed he had sent a letter to Mr. Kennedy saying he had received several complaints about Weaver's loyalty.","Sendkor M2 CUQUAD , of lo urna , tele pleren OA 2 C2 it re u curv Cue Wrosrinton aorete Hak Wea once back Cots ahdak«.. The Snot “Ber hey Graben, Waka Lo Laadeck by and ed Serudren, Sandder - Witier ” tcleinee , of urquura - walk tokeuy UW clear seemncn, to AWscres WWaaves's Ape Wor. Soudbear “RaQetson Lakasn «AL acloaen\ Le Kak seve a WUD Lo Mer. land Rayurg be back w2@cor UA "
a01-049x.png,"Senator Allen Ellender, of Louisiana, sparked off the opposition by telling a television audience it was ""current Washington gossip"" that Weaver once had Communist affilia- tions. The Senate Banking Committee, which is headed by another Southern Senator - Willis Robertson, of Virginia - met today in closed session to discuss Weaver's ap- pointment. Senator Robertson later disclosed he had sent a letter to Mr. Kennedy saying he had received several complaints about Weaver's loyalty.","S2euarkec AVrnw, EU chor | of Lourat one , operlerk alk We oe om h'on ow Ken a oN . 4 ’ . a ‘ LAD Vien anaie~ce ub Wreod curve Warhuat on ALCADIe | (ror Weave Oucega, Ward Count fr alk Wa- by On ¢ 29 Sauben eonader — cd MAC. CLAN VW Wis “tobastrcr , of Virgtuin- wot today a Cleaedk acesier, bo Coawes biceine 4 apport. Govroter Rebobey lake aiocloraear a Yack sok o WAXD to by. Kumedy corns, UQ LAh MCOLILA aever ah OCP lots abuut Weoavd a lawa U Kn. "
a01-053.png,"He said these concerned Mr. Weaver's alleged association with organisations black- listed by the Government. Immediately Mr. Kennedy rushed a letter to Senator Robertson saying the Federal Bureau of Investigation had reported on Mr. Weaver. He believed he would perform ""outstanding service"" in his post. Senator Robertson's committee has to pass Mr. Weaver's nomination before it can be considered by the full Senate.",4 tid fee Concave (b. Weavers Clee anoctatn 11H repeurea hens back - Me. kenny roabad 9 bbe Mo eae hey Lobe haw day id fat Heol ual beste of ty- reise tiy Mit typrted te 1b. Mave. be telltred he swede] pifon “rh sheurleyy steve * te ho poof Saath Sobertar & Mme wafste tifre 1? taw te tow - seek! qiolertd % he pad Lenate 
a01-053u.png,"He said these concerned Mr. Weaver's alleged association with organisations black- listed by the Government. Immediately Mr. Kennedy rushed a letter to Senator Robertson saying the Federal Bureau of Investigation had reported on Mr. Weaver. He believed he would perform ""outstanding service"" in his post. Senator Robertson's committee has to pass Mr. Weaver's nomination before it can be considered by the full Senate.","Me saicd PQQ CORN CR SURCN Mur. Weaver ‘s OMS_22e nN Owes ocr amen worla CV Quursakicre Black -~ KARA BY Kie_ Govodrucck. Ldrmacdirokly Man. Kor edian VUQhAr a KMD tG Serualer 7 Pahatroou DANS, bra GJerstosal Rwean of lrvtogaktes acd Lhe WoaukK posters wok shan ding ag vier” a Wig peat, Souchkar ~ PoMetsou's Comubleg hoy +0 pros Mur. Weave s whom cdion loOfone_ ie con O7] cansidioeard yy Mas full Seuncke "
a01-053x.png,"He said these concerned Mr. Weaver's alleged association with organisations black- listed by the Government. Immediately Mr. Kennedy rushed a letter to Senator Robertson saying the Federal Bureau of Investigation had reported on Mr. Weaver. He believed he would perform ""outstanding service"" in his post. Senator Robertson's committee has to pass Mr. Weaver's nomination before it can be considered by the full Senate.","Jon rai ta al» dhe teosbor herbs tayzrg fhe Deter Gare He heluowed be Ave perfor, “endoloahey teesace” am ag ah: dete Srbaiirnc committer ro ty par, Ute Manver's "
a01-058.png,"PRESIDENT KENNEDY is ready to get tough over West Germany's cash offer to help America's balance of payments position. He said bluntly in Washington yester- day that the offer - 357million - was not good enough. And he indicated that his Government would try to get Germany to pay more. He did not mention personal talks with Dr. Adenauer, the West German Chancellor.","Joeatdleet Keaaerby 9 reach, 10 fet dy ay, fay: 97 ba lg Aasrme, hehew er of, Payrouh outer . he 100d) lon, bly » hh snugly porles - fy tat fe oft -— 55? willdin - Wee — ons bad! Ae by hcated he frreve tut Meld ty to fer heewhtn pewrel telly wih D2 Aten auet y fee bad Jo oan Chen celer "
a01-058u.png,"PRESIDENT KENNEDY is ready to get tough over West Germany's cash offer to help America's balance of payments position. He said bluntly in Washington yester- day that the offer - 357million - was not good enough. And he indicated that his Government would try to get Germany to pay more. He did not mention personal talks with Dr. Adenauer, the West German Chancellor.","PRESIDEDT KEN VED Le urady to gpk though ov Wage Gououts cock olf bo alp buesica > Bolace of payrmerbks pombeun, Wo_ SAA HLathy LA Wack glen qetOaAay bra Luo offes -— 259 uditicy- Urs ud goo crougk hecs® ho cucdicalead& byob hic Gono nud Waukd& WA bo ge Goumugte pay “rer . Lig. BiK vuok crcndron possouah talkhg wl s Dr, Bronguer, Mra Wee German Charcoor, "
a01-058x.png,"PRESIDENT KENNEDY is ready to get tough over West Germany's cash offer to help America's balance of payments position. He said bluntly in Washington yester- day that the offer - 357million - was not good enough. And he indicated that his Government would try to get Germany to pay more. He did not mention personal talks with Dr. Adenauer, the West German Chancellor.","PRESIDENT KENNEDY or reeds fp of rena, ayer Mot fomany'y cath Me he Mat he thee - 354 smidlian~ oo. nel gro Lhrigh. Utd he sadicabed Be bp Able with, Ip. llensue, thy Noll perma Chancellor "
a01-063.png,"But he said discussions ""on a higher level than in the past"" might be useful. The President will probably discuss the problem with Dr. Brentano, the West German Foreign Minister, who is due in Washington next week. A big slice of Germany's ""aid"" is the early payment of a 210million debt to America. United States officials quickly point out that this is money due to America anyway.","Be/ te qned hed cwss/tes 0 0 hepler Aad thaw fla port” wight wip, The /orrolaS widl ) probaly dhtan te pith wiht Dr Breatano, te bef fume Fo-tyn Mornbor, whe pat War han fen Mert week. oe othe of, fermnugs eel’ sfc hee tury PY what of 4 Ldn hay to Anda. Aacte beta yfpeah quichly poral inf Yeh Seu 6 money Hae fo Ameren hug way "
a01-063u.png,"But he said discussions ""on a higher level than in the past"" might be useful. The President will probably discuss the problem with Dr. Brentano, the West German Foreign Minister, who is due in Washington next week. A big slice of Germany's ""aid"" is the early payment of a 210million debt to America. United States officials quickly point out that this is money due to America anyway.","“Buk LOL saik AMocrasicra ~ or A Wighd leweeh bear Wo bee pak noglk 6c ucla, The “Pungicrewt wit prabhabliy oie area Ma pyreDlew wibh Dy, “Baeshoro bia Weak Gomer Fereri gu Muristes, WhO “Wo dee wi Worakrgher Whe ame. A Rna eies. of Gietuciy's | aicr” wo Me earky payguedtk of A U0 wiWesg, Arp to huesican. Ukr Shotes ofbicials pack ty poul owe hak guis 6 wore dio ta urs ace CUAL CAN - "
a01-063x.png,"But he said discussions ""on a higher level than in the past"" might be useful. The President will probably discuss the problem with Dr. Brentano, the West German Foreign Minister, who is due in Washington next week. A big slice of Germany's ""aid"" is the early payment of a 210million debt to America. United States officials quickly point out that this is money due to America anyway.","Bet he Soul discussins ‘na higher Level thar i Hes post’ sight be wsefash ho. Fives d Sh proke: é oliscuss Hag pre: oi: Die Brentavs fis. Wes’ benua. bere. Ke cster, oslo (S$ Olua pL ee tre xh peck. be Germauy's * aiot “vs iat 1 20 ur bun. debt he Awen prekh 9 pitiypaiad a WLS Py "
