Sample ID,Ground Truth,OCR Text
a01-014x.png,"Sir Roy's United Federal Party is boycotting the London talks on the Protectorate's future. Said Mr. Nkumbula last night: ""We want to discuss what to do if the British Government gives in to Sir Roy and the talks fall through. There are bound to be demonstrations."" Yesterday Sir Roy's chief aide, Mr. Julius Greenfield, telephoned his chief a report on his talks with Mr. Macmillan at Chequers.","Sir Ro Roy's United Federal Party is boycotting the London talks on the Protectorate's future. Said Mr. Nhumbula last night. ""We want to discuss what to do if the ment gives in to Tir Roy British Government and the talks fall through. There are bound bo Yesterday for Rey's be demonstrations. "" yesterday chief aide, Mr. Julius Greenfield, telephoned his chies a report on his talks with Mr. Macmillan at Chequers."
a01-020.png,Mr. Macleod went on with the conference at Lancaster House despite the crisis which had blown up. He has now revealed his full plans to the Africans and Liberals attending. These plans do not give the Africans the overall majority they are seeking. African delegates are studying them today. The conference will meet to discuss the function of a proposed House of Chiefs.,Mr. Macleod went on with the conference at Lancaster House despite the crisis which had blown up. to the africans and Liberals atte He has now revealed his full plants attending. These give the Africans the overall plans do not majority they are seeking. african delegates are studying them today. The conference will meet to discuss the function of a proposed House of Chiefs.
a01-020u.png,Mr. Macleod went on with the conference at Lancaster House despite the crisis which had blown up. He has now revealed his full plans to the Africans and Liberals attending. These plans do not give the Africans the overall majority they are seeking. African delegates are studying them today. The conference will meet to discuss the function of a proposed House of Chiefs.,Mr. Macleod went on witn the conference at Lancaste Hause despite the crisis which had blown up. He has now revealed his full plans to the Africans and Liberato ablending. These plans do not give the Africans the the overall majority they are seeking. African delegates are studying them today. The conference will meet to discuss the function of a proposed Hause of chiefs.
a01-020x.png,Mr. Macleod went on with the conference at Lancaster House despite the crisis which had blown up. He has now revealed his full plans to the Africans and Liberals attending. These plans do not give the Africans the overall majority they are seeking. African delegates are studying them today. The conference will meet to discuss the function of a proposed House of Chiefs.,Mr. Macleod went on with the conference at Lancaster House despite the crisis which had blown up. He has now revealed his full plans to the Africans and liberals attending. These plans do not give the Africans the overall majo- rity they are seeking. African delegates are studying them today. The conference will meet to discuss the function of a proposed House of Chiefs.
a01-026.png,"MR. IAIN MACLEOD, the Colonial Secretary, denied in the Commons last night that there have been secret negotiations on Northern Rhodesia's future. The Northern Rhodesia conference in London has been boycotted by the two main settlers' parties - the United Federal Party and the Dominion Party. But representatives of Sir RoyWelensky, Prime Minister of the Central African Federation, went to Chequers at the week-end for talks with Mr. Macmillan.","MR. IAIN MACLEOD, the Colonial Secretary, denied in the Commons last night that there have been secret regoliations on Northen Rhodesia's future. The Northern Rhodesia conference in London has been boycolled by the two main selllers' parties - the United Federal Party and the Dominion Party But representatives of Sir Roy Welensky, Prime Ministre of the Central african Federation, went to Olequers at the week-end for talks with Mr. Macmillan."
a01-026u.png,"MR. IAIN MACLEOD, the Colonial Secretary, denied in the Commons last night that there have been secret negotiations on Northern Rhodesia's future. The Northern Rhodesia conference in London has been boycotted by the two main settlers' parties - the United Federal Party and the Dominion Party. But representatives of Sir Roy Welensky, Prime Minister of the Central African Federation, went to Chequers at the week-end for talks with Mr. Macmillan.","M. TAIN MACLEOD, the me Colonial Secretary, denied in Lue Commons last night that these have been secret negotiations ann Northern Rhodesia's future. The Northern Rhodesia conference in London has beem baycotted by the two main settles parties- the united Federal Party and the Dominic Party. But representatives of Sir Ray Wellwohy, Prime Ministe of the central African Federation, went the week-end to Chequers at for talks with Mr. Macmillan"
a01-026x.png,"MR. IAIN MACLEOD, the Colonial Secretary, denied in the Commons last night that there have been secret negotiations on Northern Rhodesia's future. The Northern Rhodesia conference in London has been boycotted by the two main settlers' parties - the United Federal Party and the Dominion Party. But representatives of Sir Roy Welensky, Prime Minister of the Central African Federation, went to Chequers at the week-end for talks with Mr. Macmillan.","Mr. Jain Macleod, the Colonial Tecretary, Jecretary, denied in the Commous last night that there have been secret negotiation negotiations on the trons on the Northern Rhodesia's future. The Northern Rhodesia conference in Londen has been boycotted by the two main settler's parties. the United Federal Party and the Dominion Party. of Sir But sepresentatives Roy Welensky, Prime Minister of the Central African Federation, went to thequers at the week-end for talks with Thr. Macmillan."
a01-030.png,"Northern Rhodesia is a member of the Federation. Mr. Macleod was not at the week-end meeting. But he told M Ps yesterday: ""I have no knowledge of secret negotiations."" He said Britain had an obligation to consult the Federal Government. But the final decision remained with the British Government. Mr. James Callaghan, Labour's Colonial spokesman, said Sir Roy had no right to delay progress in the talks by refusing to sit round the conference table.","Northern Rhodesia is a member of the Federation. Mr. Macleod was not at the week-end meeting. But he told M Ps yesterday: ""I have no knowledge of secret negotiations."" He said Britain had an obligation to consult the Federal Government. But the final decision remained with the British Goverment. Mr. James Callaghan, Labour's Colonial spokesman, said Sir Roy had no right to delay 5 in the talks by refusing to sit round the conference table."
a01-030u.png,"Northern Rhodesia is a member of the Federation. Mr. Macleod was not at the week-end meeting. But he told M Ps yesterday: ""I have no knowledge of secret negotiations."" He said Britain had an obligation to consult the Federal Government. But the final decision remained with the British Government. Mr. James Callaghan, Labour's Colonial spokesman, said Sir Roy had no right to delay progress in the talks by refusing to sit round the conference table.","Northern Rhodesia is a member of the Federation Mr. Macleod was hot at the week-end meeting. But he hold MP, yesterday: ""I have no knowledge of secret negotiations."" He said Britain had an obligation to consult the Federal Government. But the final decision remained with the British Governmen Mr. James Callaghan, Labar's Colonial Spokesman, said Sir Ray had delay progress in the talks no right to 40 by refusing to sit round the conference table."
a01-030x.png,"Northern Rhodesia is a member of the Federation. Mr. Macleod was not at the week-end meeting. But he told M Ps yesterday: ""I have no knowledge of secret negotiations."" He said Britain had an obligation to consult the Federal Government. But the final decision remained with the British Government. Mr. James Callaghan, Labour's Colonial spokesman, said Sir Roy had no right to delay progress in the talks by refusing to sit round the conference table.","Northern Rhodesia is a member of the Fede- ration. Mr. Macleod was not at the week-end meeting. But he told OM Ps yesterday: have no knowledge of secret regotiations. "" ""/ He Said Britain had an obligation to consult the Federal Governement. Mr. James Callaghan, Labour's Colonial spokesman, said Sir Roy had no right to delay progress in the talks by refusing to sit round the conference table."
a01-038.png,"Mr. Macleod thought the two Rhodesian parties had refused to attend the talks because Sir Roy had found messages sent from the Government were ""unsatisfac- tory."" African delegates to the talks yesterday called on Mr. Macmillan to cease his negotiations with Sir Roy's representative, Mr. Julius Greenfield. He was at Che- quers last week-end. They said they regarded with ""growing anger"" the ""gross and unconstitutional"" interference by Sir Roy's Federal Government in the talks.","Mr. Macleod thought the two Rhodesian parties had refused to attend the talks because for Roy had found messages k * unsatisfac- sent from the government were tory"". African delegates to the talks yester- day called on Mr. Macmillan to cease his negotiations with fir Roy's representative, Mr. Julius Greenfield, He was at Che- quers last week-end. They said they regarded with "" growing anger"" the ""gross and unconstitutional ""interference by Sir Roy's Federal Government in the talks,"
a01-038x.png,"Mr. Macleod thought the two Rhodesian parties had refused to attend the talks because Sir Roy had found messages sent from the Government were ""unsatis-fac- tory."" African delegates to the talks yesterday called on Mr. Macmillan to cease his negotiations with Sir Roy's representative, Mr. Julius Greenfield. He was at Che- quers last week-end. They said they regarded with ""growing anger"" the ""gross and unconstitutional"" interference by Sir Roy's Federal Government in the talks.","Mr. Macleed thought the two Rhodesian parties had refused to attend the talks because Sir Roy had found hessages sent from the Government were ""unsatisfactory"", african delegates to the tables yestaday called on Mr. Macmillan to cease his negolations with Sir Roy's representative, Mr. Julius Greenfield. He was at Chequers Last week-end. They said they regarded with "" growing anger"" the gross interference by Sit Roy's Federal beveniment in the talles. and unconstitutional"""
a01-043.png,Informal talks at Lancaster House will resume today. PRESIDENT KENNEDY today defended the appointment of a Negro as his Housing Minister. It has aroused strong opposition from the anti-Negro senators of the Deep South. The negro is Mr. Robert Weaver of New York. One of his tasks will be to see there is no racial discrimination in Government and State housing projects.,resume as kformal talks at lancarker House will today. President Kennedy today defended the appointment of a Negro his Housing Munster. It has aroused shang apparition from the anti-Negro senaton of the cleep south. The negro Mr. Robert Weaver of New York. One of his tasks will be to see there is no racial discriminations in government and State housing projecte. in
a01-043u.png,Informal talks at Lancaster House will resume today. PRESIDENT KENNEDY today defended the appointment of a Negro as his Housing Minister. It has aroused strong opposition from the anti-Negro senators of the Deep South. The negro is Mr. Robert Weaver of New York. One of his tasks will be to see there is no racial discrimination in Government and State housing projects.,Informal talks at Lancaster Hause will resume today. PRESIDENT KENNEDY today defended the appointment of a Negro as his Hausing Minisk. It has aroused strang Opposition from the anti-Negro senators of the Deep South. The negro is Mr. Robert Weave of New York. One of his talks will be to see there is no racial discrimination in Government and State hausing projects.
a01-043x.png,Informal talks at Lancaster House will resume today. PRESIDENT KENNEDY today defended the appointment of a Negro as his Housing Minister. It has aroused strong opposition from the anti-Negro senators of the Deep South. The negro is Mr. Robert Weaver of New York. One of his tasks will be to see there is no racial discrimination in Government and State housing projects.,the Minister. Informal talks at Lancasty House will resume today. PRESIDENT RENNEDY daday defend. appointment of a Negro as his Housty Mhisks. It has aroused strong opposition from the anti-Nagro senators of the Deep South. The Robert Weaver of New York. One of his tasks will he to see there is no racial discrimination hogro in bevevement and State housing projects. is Mr.
a01-049.png,"Senator Allen Ellender, of Louisiana, sparked off the opposition by telling a television audience it was ""current Washington gossip"" that Weaver once had Communist affilia- tions. The Senate Banking Committee, which is headed by another Southern Senator - Willis Robertson, of Virginia - met today in closed session to discuss Weaver's ap- pointment. Senator Robertson later disclosed he had sent a letter to Mr. Kennedy saying he had received several complaints about Weaver's loyalty.","Senator Allen Ellender of Caucand spartad of the appositives by telling a televisais audience it was. cuvent Wenlingles quip. Mal Weaver ane had Cammmit affiliations. The Senate Banking Commitee, mich in headed by another southem suchen. Willis Robeton, of Virginia - met talay is closed serious to discum Weaver's appointment. Smalar Robertson later chiscared he had neula lelle to M. llemedly saying he had received several complaint about Weaver's loyalty."
a01-049u.png,"Senator Allen Ellender, of Louisiana, sparked off the opposition by telling a television audience it was ""current Washington gossip"" that Weaver once had Communist affilia- tions. The Senate Banking Committee, which is headed by another Southern Senator - Willis Robertson, of Virginia - met today in closed session to discuss Weaver's ap- pointment. Senator Robertson later disclosed he had sent a letter to Mr. Kennedy saying he had received several complaints about Weaver's loyalty.","Senator Aven sparked Elender, of off the opposition by teking Louisiana, a television audience it was current Whashington gossip"" that Weaver once had Communist affiliations. The Senate Barking Committee, which is headed Southern by and thes Sendler - Williams Robetson, of Virginia - met today in closed session to discuss Weaver's appointment. Senator Robertson later disclosed he had sent a lelle to Mr. Kennedy saying he had received"
a01-049x.png,"Senator Allen Ellender, of Louisiana, sparked off the opposition by telling a television audience it was ""current Washington gossip"" that Weaver once had Communist affilia- tions. The Senate Banking Committee, which is headed by another Southern Senator - Willis Robertson, of Virginia - met today in closed session to discuss Weaver's ap- pointment. Senator Robertson later disclosed he had sent a letter to Mr. Kennedy saying he had received several complaints about Weaver's loyalty.","Senaler Allen Ellender, of Louisiana, sparked off the opposition by telling a television audience it was ""current Washington u that Weave once had Communist affilia- tions. The Senate Banking Committee, which is headed by anothe Souther Senater - Willis Robertson, of Virginia- met today in closed session to discuss Weaver's appointment. Senater Rabertson late disclosed he had sent a elle to Mr. Kennedy saying he had received several complaints about Weaver's loyality."
a01-053.png,"He said these concerned Mr. Weaver's alleged association with organisations black- listed by the Government. Immediately Mr. Kennedy rushed a letter to Senator Robertson saying the Federal Bureau of Investigation had reported on Mr. Weaver. He believed he would perform ""outstanding service"" in his post. Senator Robertson's committee has to pass Mr. Weaver's nomination before it can be considered by the full Senate.","He said these concerned Mr. Weaver's alloyed association with organications black- listed by the government. Immediately Mr. Kennedy rushed a letter to Senator Robertion saying vestigation had reported on Mr. Weaver. He believed he would perform ""outstanding the Federal Bureau of In- service"" in his post. Sonator Robertion's comitee has to pan Mr. Weaves be CON- nomination before it can Hole sidered by the full Senate."
a01-053u.png,"He said these concerned Mr. Weaver's alleged association with organisations black- listed by the Government. Immediately Mr. Kennedy rushed a letter to Senator Robertson saying the Federal Bureau of Investigation had reported on Mr. Weaver. He believed he would perform ""outstanding service"" in his post. Senator Robertson's committee has to pass Mr. Weaver's nomination before it can be considered by the full Senate.","He said these concerned Mr. Weaver's lided by the alleged association with organisations black- Government. Immediatly Mr. Kennedy rushed a letter to Senator Robertson saying reported on The Federal Bureau of Investigaticus had Mr. Weave. He believed he would perform ""outstanding service in his post. has to pass can Senator Robetson's committee Mr. Weaver's nomination before it be considered by the full Senate."
a01-053x.png,"He said these concerned Mr. Weaver's alleged association with organisations black- listed by the Government. Immediately Mr. Kennedy rushed a letter to Senator Robertson saying the Federal Bureau of Investigation had reported on Mr. Weaver. He believed he would perform ""outstanding service"" in his post. Senator Robertson's committee has to pass Mr. Weaver's nomination before it can be considered by the full Senate.","He said these concerned Mr. Weaver's alleged association with organisations blacklisted by the Governement. Immediately Mr. Kernely pushed a letter to Senator Roberson saying the Federal Burean of Investigation had reported on Mr. Weaver. He believed he would perform ""outstanding service"" in his post. Senator Robertson's committee has to pass Mr. Weaver's nomination before it can be considered by the full Senate."
a01-058.png,"PRESIDENT KENNEDY is ready to get tough over West Germany's cash offer to help America's balance of payments position. He said bluntly in Washington yester- day that the offer - 357million - was not good enough. And he indicated that his Government would try to get Germany to pay more. He did not mention personal talks with Dr. Adenauer, the West German Chancellor.","West President Kennedy is ready to get tough aver Wat germany's cash offer to help West America's balance of payments position. He said bluntly in Washington gestes- day that the offer - 357 million- was not good enough. And he indicated that his government would try to get Jumang to pay more. Me did not mention personal talles with Dr. Adenauer, the Wat Jerman Chancellor."
a01-058u.png,"PRESIDENT KENNEDY is ready to get tough over West Germany's cash offer to help America's balance of payments position. He said bluntly in Washington yester- day that the offer - 357million - was not good enough. And he indicated that his Government would try to get Germany to pay more. He did not mention personal talks with Dr. Adenauer, the West German Chancellor.","PRESIDENT KENNEDY is weady to get though 0400 West Gomany's cash offer to help America's Balance of payments position. He said buntly in Washington gede day that - 357 million - was not good enough he indicated that his Government the offer Aud move. Me would try to get Germany to pay move. did not mention pesonal talks with Dr. Adenauer, me west German Chancellor."
a01-058x.png,"PRESIDENT KENNEDY is ready to get tough over West Germany's cash offer to help America's balance of payments position. He said bluntly in Washington yester- day that the offer - 357million - was not good enough. And he indicated that his Government would try to get Germany to pay more. He did not mention personal talks with Dr. Adenauer, the West German Chancellor.","tough PRESIDENT KENNEDY is ready to get over West Germany's cash offer to help America's balance of payments position He said bluntly in Washington yesterday that the offer - 357 million - was not good though. And he indicated that has fovernment would boy to get femmary to pay more. He did not mention personal talks with So. Adenauer, the West Jerman Chancellor."
a01-063.png,"But he said discussions ""on a higher level than in the past"" might be useful. The President will probably discuss the problem with Dr. Brentano, the West German Foreign Minister, who is due in Washington next week. A big slice of Germany's ""aid"" is the early payment of a 210million debt to America. United States officials quickly point out that this is money due to America anyway.","But he said discussions ""on a higher level than in the past"" might be useful. The President will probably discuss the problem with Dr. Brentano, the West German Foreign Minister, who is due in Washington next week. A big slice of Germany's ""and"" is the early payment of a 210 million dept to Amaritan United States official quickly point out that this is money due to America any way."
a01-063u.png,"But he said discussions ""on a higher level than in the past"" might be useful. The President will probably discuss the problem with Dr. Brentano, the West German Foreign Minister, who is due in Washington next week. A big slice of Germany's ""aid"" is the early payment of a 210million debt to America. United States officials quickly point out that this is money due to America anyway.","But he said discussions Cu a highes Level than in the part might be useful. The President will probably discuss the the west German problem with Dr. Brentano, the west Fereign Ministe, who is due in Washington next week. A big slice of Germany's ""aid"" of a 210 million is the early payment of a dept to America. United States officials quickly point out that this is money due to America anyway."
a01-063x.png,"But he said discussions ""on a higher level than in the past"" might be useful. The President will probably discuss the problem with Dr. Brentano, the West German Foreign Minister, who is due in Washington next week. A big slice of Germany's ""aid"" is the early payment of a 210million debt to America. United States officials quickly point out that this is money due to America anyway.","But he said discussions ""or a higher level than in the past"" might be useful The President will probably discuss the problem with Dr. Brentans, the West German Foreign Minister, who is due i Washington next week. A big slice of Germany's ""aid is the early paymees of a 210 million debt to America. United States officials quickly point out that this is money de to America a anyway"
a01-068u.png,And they are unimpressed by the Germans' claim that they cannot pay more than 357million without upsetting their own economy. The Americans say Germany is having it too good and is not paying for the past or for the present. The Adenauer Government flatly rejected attempts by the Eisenhower Government to get them to pay a regular sum towards the cost of keeping American troops in Germany.,And they are are mine mimpressed by the Germans' clain that they cannot pay more than 357 millian without upsetting their 004 economy. The Americans say good and is not 40 Germany is having it too not paying for the past for the present. The Adenauer Government flatly rejected attempts by the Eisenhowe Government to get them to pay a regular sun towards the cast of keeping American troops in Germany.
a01-072u.png,These support costs are a big drain on America's dollar reserves. Dr. Adenauer's answer is the once-and-for-all cash offer of 357million. President Kennedy's rejection of it is a painful blow to the West German Government. It will now have to pay more - and increase taxation to do so - or run the obvious risks in upsetting the new American administration.,These support costs are a big avain an America's dollar resoves. Dr. Adenauer's answe is the ance - and-for-all caoh offer of 357 million. President Kennedy's rejection of it is a painful blow to the West German Government. It will now have to pay more - and increase taxation to do 160 or vun the obvious task risk in upsetting the new American administration.
a01-072x.png,These support costs are a big drain on America's dollar reserves. Dr. Adenauer's answer is the once-and-for-all cash offer of 357million. President Kennedy's rejection of it is a painful blow to the West German Government. It will now have to pay more - and increase taxation to do so - or run the obvious risks in upsetting the new American administration.,There support conts are G big drawn 04 America's dollar reserves. Dr. Adenauer's aussi in the ance-and-for- all cark offer of 357 million. President Kennedy's rejection of it is a painful blow to the West German Government. I will www have to May Lucre - and increase taxation to do so Man the obvious risks in American administration. - uprelling the new OT
a01-077.png,"And, since this is election year in West Germany, Dr. Adenauer is in a tough spot. Joyce Egginton cables: President Kennedy at his Washington Press conference ad- mitted he did not know whether America was lagging behind Russia in missile power. He said he was waiting for his senior military aides to come up with the answer on February 20.","geas in best And, nince this is election Germany, Dr. Adenauer is in a tough Spot. Joyce Egginton cables: President Kennedy at his Washington Press con- ference admitted he did not know Whether America was lagging behind Russia in missile power. He said he was waiting for his senior military aides to come up with the answer on February 20,"
a01-077u.png,"And, since this is election year in West Germany, Dr. Adenauer is in a tough spot. Joyce Egginton cables: President Kennedy at his Washington Press conference ad- mitted he did not know whether America was lagging behind Russia in missile power. He said he was waiting for his senior military aides to come up with the answer on February 20.","And, since mis is election year in West Joyce at his Germany, Dr. Adenauer is in a tough spot. Egginton cables: President Kennedy Washington Press conference admitted he did not know whether America was lagging behind Russia in missile power. He said he was waiting for his senior military aides to come up with the answer on February 20."
a01-082u.png,"This surprising statement was a sharp about-face from his warnings during the Presi- dential election campaign. He claimed slackness in the Eisenhower Administration had caused America to lag behind Russia in nuclear development. President Kennedy did his best to avoid giving Pressmen a direct answer. George Brown*&gt; CHILDREN'*&gt; TWO men who are poles apart in personality last night dominated Parliament's fiercest battle since the 1959 election - Mr. George Brown and Mr. Enoch Pow- ell, the Health Minister.",This surpince statement was a shoup about- face from his warnings during the Presidential election campaign. He claimed blackness in the Eisen houe Administration had caused America to lag behind Russia development. President Kemedy did his a direct auswes nuclear best to avoid giving Press men George Brown CHILDREN TWO men who are poles apout in personality last night dominated
a01-087.png,"Mr. Brown, passionate and warm-hearted, led Labour's attack on the higher health charges. Mr. Powell, white-faced and outwardly unemotional, replied with a statis- tical statement - and ended by inciting Labour M Ps to angry uproar. One dealt with the human issue behind the Health Service; the other tried to show that the balance-sheet must always come first.","Mr. Brown, passionate and warm-hearted, led Labour's attack on the higher health Charger. Mr. Powell, White-faced and outwardly unemotional, replied with a statistical state- ment - and ended by inciting Labour MPs to angry uproal. One dealt with the human issue behind the Health Service; the other tried to show that the balance-sheet must Always come first."
a01-087u.png,"Mr. Brown, passionate and warm-hearted, led Labour's attack on the higher health charges. Mr. Powell, white-faced and outwardly unemotional, replied with a statis- tical statement - and ended by inciting Labour M Ps to angry uproar. One dealt with the human issue behind the Health Service; the other tried to show that the balance-sheet must always come first.","Mr. Brown, passicuate and 333 - hearted, led Labaw's attack on the higher health charges. Mr. Powell, white-faced and outwardly memotional, replied with a statistical statement - and ended by inciting Labour MP to angry uproar. One dealt with the human issue behind The Mealth Service; the other tried to show that the balance - sheet must always came first."
a01-091.png,"The result of the vote was not in doubt. For the Tories were massed in answer to their whips to defeat a censure motion on the Government for ""undermining the Health Service"" and placing heavy burdens on those least able to bear them. Mr. Brown declared that the policy under censure was monstrous. It had offended many people far beyond the ranks of Labour supporters.","The result of the wote was not in doubt. For the Tories were massed in answer to their whips to defeat a consue motion on the Government for 11 undermining the Health Service"" and placing heavy burdens a on those least able to bear them. Mr. Brown declosed that the policy under cansure was monstrous. It had offended many people for beyond the ranks of labour supporters"
