OCR Text,Ground Truth,Sample ID,old_CER,Model Correction,new_CER,CER_reduction
"Tre acount af He cole woo uch ~~ doubt. dor big VO es werk Wwiaceect ""Un A DURQy 4G Bers Whries bo arfeak aq cous anil tes cn bee Goortmugub for wid@uunng bee owt ""Senin ann placdiag baavg Uudems con bucom. least abliatco Gens Mew. hr. Brown ota clued baal ba policy ~otQd Cn UFR Ware wmouslousd. Lh had of fe crak MACUL, peo plQa_ Pors- Bason or like: anal ae Lo®asw supporlero.","The result of the vote was not in doubt. For the Tories were massed in answer to their whips to defeat a censure motion on the Government for ""undermining the Health Service"" and placing heavy burdens on those least able to bear them. Mr. Brown declared that the policy under censure was monstrous. It had offended many people far beyond the ranks of Labour supporters.",a01-091u.png,0.5365853658536586,"The answer of the Prime Minister was no doubt. He gave a big blow to those who would stir up trouble and said in the Commons last night that Britain would not be party to placing burdens on those least able to bear them. Mr. Brown did not mention personal talks with Dr. Adenauer, the West German Foreign Minister, or any other American officials.",0.6151761517615176,-14.646464646464644
", MAe> aw bbe nna ot balpina class and heeadtur. bie pteh, Wn CORKS: AQIAN OpPrmmacn we Lual OWUQ ROSE, mupporb ug, brane Lea CURASacK Onaga te nw 4 WROMRA AA -. bur. "" Deowe asad Con > 9p WR. One ALaling wihh, ava uable earfica. wWhior ""RO OND An Cae AS UM Ve orcs lock to Can PvOUr_ Us, Bulk th Los Quer na quaubhy ewotyer. We las2 A@oceudak Faun be ""ea pyawyicins to","""After a lifetime of helping others and healing the sick, my considered opinion is that anybody supporting the increased charges is a wicked, old -."" Mr. Brown went on: ""We are dealing with a noble edifice which needs an imaginative architect to improve it, but it has got a quantity surveyor. We have descended from the real problems to fiddling about with bills of cost.",a01-102u.png,0.7043010752688172,"This is the first of its kind in Britain and probably the only one. In China, for instance, dried rats are esteemed a delicacy. The visitor is told that they restore the hair of the bald and that a stewed black rat will ward off a fever. Mrs. Deane had another con- tempt in the bag. One hopes that this is not an attempt to slander her father. But the truth is that there is no doubt that he would prefer her to remain a quivering imbecile.",0.8709677419354839,-23.664122137404572
"fe fold thm that thei conc fn of swcial ceciat svar why Afrot - frdavmlely Afeant fon that af Lobe, thy wuld paride an ambulance sevice for te abolatly wrefthed ~ buf it would ro be foo comfortable ror fro aay h ae! Arca fiero that ot was Labo which fire? pat a cell on healt, per and sfactel chery ec. Me Dirwn reminded the hastle Govemment benches that wae de ty 1950 because of the firancial stain of fie Korean wat","He told them that their conception of social services was wholly different - funda- mentally different from that of Labour. They would provide an ambulance service for the absolutely wretched - but it would not be too comfortable nor too easy to get. Answering jeers that it was Labour which first put a ceiling on health spending and started charges, Mr. Brown reminded the hostile Government benches that was done in 1950 because of the financial strain of the Korean war.",a01-113.png,0.2805907172995781,"He told them that there was no doubt of scientific reason why Africa should be excluded from that list - indeed, he would prefer an ambulance service for the absolutely wretched - but it would be far more comfortable for everyone to have one. And he argued that it was Labour which first put a ceiling on health spending, and started charges. He reminded the British Government benches that was done in 1950 because of the financial strain of the Korean war.",0.270042194092827,3.7593984962406144
"ape fads teaser to take toute mater ui aa = pat tntst on bas J | iclly , lebug Fave a - 7 jnko Mhe cost of crags aud the pharmaciubeal hry."" The beh of cbylolren Noclay owed much fe "" welfare focd scheme. It wees wren tauned larg Hewes. Now in Covolitons of lory fllaouce '} seamed st-cotll nolbe cari ar.","""Mr. Powell finds it easier to take it out of mothers, children and sick people than to take on this vast industry,"" Mr. Brown commented icily. ""Let us have a full inquiry into the cost of drugs and the pharmaceutical industry."" The health of children today owed much to the welfare food scheme. It was maintained during the war. Now in conditions of Tory affluence it seemed it could not be carried on.",a01-122.png,0.4466501240694789,"""It is not easy to take that sort of hit out at those who, reluctantly, bear the cost of drugs and the pharmaceutical industry."" The burden of children today owed much to the welfare food scheme. It was maintained during the war. Now in Coventry of heavy industry it seemed it could not be carried on.",0.38213399503722084,14.444444444444443
"""Thak couvet aubuud wilraut ees deueloe mort Berna, Unuted or an adingtuedt hevng wecte ae Rucucine, The Governurenk dade 1o act it Wa, financing - Whick Hr. Rowell claimed wos WAU PLming = Uo wncOuunina- fre a@vier, erasing Hig qhhach on ""ecohowuc chaiges | we pool Cure : Mr. Powe saick buat al lucec (oda would ah @2 Rea um [ouiles i OUOM 0 V2 AALS NomMeual ba 1 shou cg avauls.","""That cannot continue without either development being limited or an adjustment being made in financing."" The Government decided to adjust the financing - which Mr. Powell claimed was underpinning - not undermining - the service. Answering the attack on ""economic charges"" for welfare foods, Mr. Powell said that all these foods would still be free in families receiving regular National Assistance grants.",a01-132x.png,0.4901477832512315,"""That cannot continue without either development being limited or an adjustment being made in financing."" The Government decided to adjust the financing - which Mr. Rowell claimed was underpinning - not undermining - the service. Answering his attack on ""economic charges"" for welfare foods, Mr. Powell said that all these foods would still be free in families receiving regular National Assistance grants.",0.009852216748768473,97.98994974874373
"Lo the idea of Ppeyseval 183104 by 4he Pa'ime fl agp slot To CS ""VOCE derpp ed Instead ly, (lac tn leah With rE by on ay hond ""pre ad Teem wnda- the deuda-Sh,f aL Clo Pree eas Dixon [So)'2ary 's od boss adey 47 Fnance. teheck (lv Cd yond YEO, Cord Py VY Sad Whe '8 C4 0r9d 2th the C ndyer OF 1 epotg biog Wt LheSix, Mé the Seme fime the Paimea Shni'sls has oper ed. COMM en rea llh QVay facility Pa 69h /eTo- Sli! Bek, hin iain th aa ai","So the idea of a personal mission by the Prime Minister to Paris was dropped. Instead Mr. Macmillan will rely on a hand-picked team under the leadership of Sir Pierson Dixon, Britain's Ambassador to France, to back Mr. Edward Heath, Lord Privy Seal, who is charged with the conduct of negotiations with the Six. At the same time the Prime Minister has offered Commonwealth Governments every facility possible to safeguard their interests.",a02-004.png,0.5502283105022832,"So the idea of Parliament being swamped by the Press at a time when it ought to be diverted instead by laying in wait for President Kennedy's visit to London was not only laughable, but it was unwise. Not content with taking it out of the patients' hands, Mr. Kennedy flew down to Chequers yesterday to deliver a letter to Mr. Macmillan saying that the Government had asked the Medical Research Council to reassess the fall-out position in view of the Russian tests.",0.7488584474885844,-36.09958506224064
"Some of the prttenr were rereued ge-todey at a metry -~ bats Petureen M, Cure de Mule, Fock Greig Mites) ard At. Heath . AR, Selugn dled - mam wth tells enengh bah tome - r€em- | fated te fly ty trouble abrerd Lat year Powe, the vite or Irtartt ; wrk optrened the MATo","Some of the problems were reviewed yesterday at a meeting in Paris between M. Couve de Murville, French Foreign Minister, and Mr. Heath. MR. Selwyn Lloyd - a man with troubles enough back home - seems fated to fly into trouble abroad. Last year it was the riots in Istanbul, which enlivened the NATO Council meeting.",a02-020.png,0.3955696202531645,"Some of the prisoners were remanded for re-examination at a later date, but Petronella, Cure de Mule, Fanny (Mum), and Mr. Heath. All three men were told they would not be in trouble about their conduct in the future. Piers, the youngest, was acquitted the same day.",0.6360759493670886,-60.80000000000001
"Aha mans rouse Was warcheal Grou Gays by plain-doihos mon. Gmmelleernambar FU. Poy Clk commensal ad a Hoss Grfaarice.,, Fs asl exhCoidinowy things, cua hagpsning : THY cmmifiae mombars Lol) ayotas al Covocsieo! teday, incbudiing Lao Ldussobt, kaaly kisi, lod AgA-Cu, 0 Fv. thcradl SoH, arct tu. Ck.","A third man's house was watched for four days by plain-clothes men. Committee- member Mr. George Clark commented at a Press conference: ""The most extraor- dinary things are happening."" Fifty committee members will appear at Bow-street today, including Lord Russell, Lady Russell, Lord Boyd-Orr, the Rev. Michael Scott, and Mr. Clark.",a02-062.png,0.4684684684684684,"This man's rise was accelerated last year by plain-mindedness and restrained ambition. President de Gaulle is now commended at a Nato conference in Casablanca for his ""unfortunate"" failure to condemn France for her nuclear tests in the Sahara on the grounds that they were only little ones. The ministers themselves are at Che- quarrelling today, insisting that their mission is to end the slaughter in West Germany, and not to intervene in it.",0.8978978978978979,-91.66666666666669
"Lustee4, the Renae § will remain m Loner and await to hear the comperence's preoposeds, Then thee vies wil At trongmttied Eek MR. BUTLER , the Hewo Secretory, Aes dexceledl song deg com he Aiggess chal ong ¢ to Govern mend cutheriver get ne sented ty whe ""Bom - the-Bowh"" demenseraters, Petree teave Aes Aeon cancelled encl secret ploms prepared ik al ek le mas st down rally placed fev Sunoloa tn Por dicament-sguare ty abe fpiin ity th OR of lov, the anti. nucleat aring","Instead, the kings will remain in London and wait to hear the conference's proposals. Then their views will be transmitted back. MR. BUTLER, the Home Secretary, has decided to meet head-on the biggest challenge to Government authority yet presented by the ""Ban-the-Bomb"" demonstrators. Police leave has been cancelled and secret plans prepared to deal with the mass sit-down rally planned for Sunday in Parliament- square by the Committee of 100, the anti-nuclear arms group.",a02-111.png,0.3347368421052631,"Lustrely, the Prime Minister will remain in London and await to hear the committee's proposals. Then there will be tramped on. MR. BUTLER, the Home Secretary, has indicated that the Government is ready to get tough over West Germany's cash offer to help America's balance of payments position. He did not mention personal talks with Dr. Adenauer, the West German Foreign Minister.",0.5557894736842105,-66.03773584905662
"ache the Fictlec Cbs et, 1936 , cond Cliclere flee ceteh rally dLlpal - holler Mhe Cbmernstattra uP town 2 204 we targ rccrsed 2m bbdiliall Laat righl Y cas tet ceed 2 yoer age , A olel adh Ha 4. Jérecrar ert 22h. Weellay te Tide el Maeve Hele wi Jelec Ceomninecttag ae et dogecen 4 whew «ye sonal gallons for Pe , Tif Yo Verltament Guare""","The possibility that the Government might invoke the Public Order Act, 1936, and declare the whole rally illegal - whether the demonstrators sit down or not - was being discussed in Whitehall last night. It was last used a year ago, to deal with the St. Pancras rent riots. Today Mr. Butler will have talks with Police Commissioner Sir Joseph Simpson to draw up final plans for the ""Battle of Parliament Square.""",a02-120.png,0.5825242718446602,"As the British Census, conducted in April, 1936, and again in October, two years later, the Census results showed that in this town 2.53 per cent of the population was female, 2.47 per cent aged 15-17 years, and 1.53 aged 18- 19 years. The only substantial change was in families with children, for whom the index declined from 91 to 88.",0.7281553398058253,-25.00000000000001
"~~ ay on™ tod G-\A, mia. Qyacratoue Tees. Crd YrXn9_ a ea Sa ent ee tO erp~placa, PMA ""Frou Chee & wer J Gesmcoe er","This is expected eventually to replace the Fiat G-91, and the F 104 Starfighter, the backbone of the German Air Force.",a03-089.png,0.8050847457627118,"""It certainly was, Sam,"" Nick would agree, and go on to say with a touch of self- importance: ""No wonder he tried to have me suffocated back last summer. Must have thought I'd rumbled him right from the start."" By this time Nick was certain in his own mind that he had really seen Caxton's hand snatching at the prop holding the barge's hatch open, though he could never prove it, and it would not be of much use if he could.",2.9491525423728815,-266.3157894736842
"SM onore durumne, toL bos fo Rowins Framdewk Kommedy'» report to tha Britinh Pome Himister of ue omtcome of in xeauh wont LoRawr, Vrs Gomenc de Come Lod mode Seor Brak Ie would) cccoph Bribnim who ie Connon osu only R Yor wire mo comalitiow, ford down to meek the Commonwee dh ond olher rwr2weali ows.",It arose during talks following President Kennedy's report to the British Prime Min- ister of the outcome of his recent visit to Paris. There General de Gaulle had made clear that he would accept Britain into the Common Market only if there were no conditions laid down to meet the Commonwealth and other reservations.,a04-003.png,0.4088050314465409,"In April of that year his first wife's brother-in-law, the diplomatist Lord Ponsonby, had written to advise Anglesey to give the system a trial, adding that it was being cultivated with extraordinary success in France and Italy, and that he himself was being treated under a doctor who had studied under its founder, the aged Dr. Samuel Hahnemann.",0.8238993710691824,-101.53846153846153
"Ihe jajul COUNM Lit She ou Ni. Keanecly's aul fr, Macmsbau's tuivel talks - the Fiat were at Key West Flondla , the secoul 14 Wash iagtou Sail: ""Their cicussious covered We tumybr Problewus, byt ecououre aucl potibial ; aud revealed ouce agli the Close Agfeemeuf of the two (jovernmeuts ix persealr 4 Their Commu purposes, ""Occatiou Wag g/veu a fevien) the uetel by econvunit. ~-operapou audl oopausioy in Whe geveral iuderes}s of develo peo aud uudlerelevelopeol qguurnes abibe.""","The joint communique on Mr. Kennedy's and Mr. Macmillan's third talks - the first were at Key West, Florida, the second in Washington - said: ""Their discussions covered the major problems, both economic and political, and revealed once again the close agreement of the two Governments in pursuing their common purposes. ""Occasion was given to review the need for economic co-operation and expansion in the general interests of developed and underdeveloped countries alike.""",a04-015.png,0.3361522198731501,"The joint statement led the way on Mr. Kennedy's and Mr. Macmillan's talks - the talks were at Key West, Florida, the same week as the Inaugural Session: ""Their discussions covered the tough problems, both economic and political; and revealed evidence of the close agreement of the two governments in their common purposes."" Occasionally they met a few times by telephone, ""to discuss problems and opportunities in the several divisions of development policy and economic activity.""",0.3784355179704017,-12.57861635220127
"H said Lad the Pesicleud auc trewier votect ""with sabsfechou"" te ag reeweld in Viewa ou the veed bi an cHledve Laos ceasfire ; blah sloulel Zool to frogiess tytsaicl a Laos CGneumeut at the hreueva Coufereuce _"" farbeulay Gfteubou lyas ale givel to the wuclear tests covfereuce quel ® the guectou of diiasmanerd ""The situation fu regeicd Wo Crenmauy wes revrewvecl, anol Mere tues pall Ggheewueut bu the uecegity of waiuferenus The piplefe ddl ob bpabous of the dbiecl Govewnatuts Iu betbu.'","It said that the President and Premier noted ""with satisfaction"" the agreement in Vi- enna on the need for an effective Laos ceasefire, which should lead to progress toward a Laos agreement at the Geneva conference. ""Particular attention was also given to the nuclear tests conference and to the question of disarmament. ""The situation in regard to Germany was reviewed, and there was full agreement on the necessity of maintaining the rights and obligations of the allied Governments in Berlin.""",a04-019.png,0.3830645161290322,"He said had the Parliament and three other bodies ""with considerable power"" to intervene in view of the danger posed by an atomic Laos crisis; but they had no power to intervene unless a Laos Government at the highest level - and that Government could not give in to the nuclear tests could not satisfy the demand of disarmament. ""The situation in Europe was stabilized, and there was no further deterioration in the situation of nuclear weapons,"" the Prime Minister said.",0.5524193548387096,-44.21052631578949
"Thiet ow- le verckls of the Uerine, Meenas | peace ~ Loving poop WLR Se5 ""a goer depinvediy My. Cru sich su velraiueck at lhe Ai port bo po Pesicke.t Srerlyev jc wlootu'ey Di. Srkarne Pesiteo~ arée Poiwe Miuyk- f Mnhoue sq _ rho AW bo Beas FO? jet om a Stak vis?t UO tenuate aff Hy. Kkhrustchaav has air poe YUrure A heera, Hels | Lteo Cro I Jhdouepag suhaiurs bake Ha roy C avath barr ites ho Surlonnn fae Rep eee or tue farmiag Aa","""Thinking over the results of the Vienna meeting, peace-loving people will say 'a good beginning.'"" Mr. Krushchov remained at the airport to join President Brezhnev in welcoming Dr. Sukarno, President and Prime Minister of Indonesia, who arrived by Boeing 707 jet on a state visit 40 minutes after Mr. Khrushchov had arrived from Vienna. A cheering, delighted crowd of Indonesian students broke through crash barriers to surround their President on the tarmac for several minutes, chanting his name and waving flowers.",a04-035.png,0.5540540540540541,"Though in the words of the Archbishop, ""God grant, however, that I may be a false prophet &amp; that all may go well,"" Sir R. Peel was here, I understand, but an express took him off yesterday.' While he was in Naples there had opened a new chapter in the history of Anglesey's unceasing search for an effective alleviation of his painful malady. None of the numer- ous conventional remedies to which he had been subjected ever since the symptoms had first shown themselves seventeen years before had had the slightest effect.",0.8011583011583011,-44.59930313588849
"Sn Vienna , Adore 44 Ks, on fy Moscou, Ur. khiushckoy seaiot he br speck lis weekeuct talks with Cresidert Kennet, Lwuikt & help ' to eslabeish au oholu as poce Selueet nadie Replys p fo fre tcl rypeect frou Anusha Peesioct Schoer | fee Syuiel Pence thaukeor seshte for- thy hoseilehity anh jrelcomie be hat rKoelvreot, ""The Swuiel Uaioe hav alloc ge our, anol bs SU ee to safeguarl a4 outurlug peace for fe popes | A Secure G4 aay NK, bor of Ha","In VIENNA, before flying off to Moscow, Mr. Khrushchov said he hoped his weekend talks with President Kennedy would help ""to establish an enduring peace between nations."" Replying to a farewell speech from Austrian President Schaerf, the Soviet Premier thanked Austria for the hospitality and welcome he had received. ""The Soviet Union has always striven and is striving to safeguard an enduring peace for the peoples, to secure an early solution of the disarmament problem, and to bring about a peaceful settlement of international disputes through negotiations,"" he said.",a04-039.png,0.5462478184991274,"In Vienna, April 25th, on the occasion of the Vienna talks with Herr Strauss, Helmut Kaunda offered to help to establish an open line of communication between the two Rhodesian parties to the talks on Northern Rhodesia. General Heusinger, the Soviet Foreign Minister, expressed concern for the Vienna outcome and invited Prince Alexander to join the talks. ""The Soviet Union has an obligation to go to Vienna, and it is also to safeguard an out-dated peace for the people. A secure peace is good news, for all of us,"" he said.",0.6945898778359512,-27.156549520766777
"Ha Gaskell pail Hat a pn of ew Mouw could pot cy facil he + mabous to uhh jf vows aed. 3d Govermnuneh Shab! be pu to meso be aud Aefiue poral vat stich Hy ddl mot cg Mee Libre Rely ape Tha mis Gs hue te asic, thay wen out of dae owe! uibnrche ou! woul! 2 hac tran acho | ,","Mr. Gaitskell said that a member of an alliance could not deny facilities to nations to which it was allied. But governments should be free to negotiate and refuse proposals with which they did not agree. The Labour Party opposed Thor missiles, because, he said, they were out of date and vulnerable and would attract enemy action.",a04-050.png,0.5015105740181269,"The Gaskell thought that a piece of wood could possibly be useful to make a fireproof veneer. And Government should be prepared to make it and provide suitable materials for it. It would not be easy to make the switch from the grill to the table, they would need something out of the ordinary so that the work would be done.",0.6616314199395771,-31.92771084337349
"Ts Oa. Nerul. 1 Cobsbell sor th, Codi (igte shuld beg tobe coutbualy te deny vf 7 th _ - ies COS othe th.. Hots Miser ca . E; Re waite tet lo ale roe th. e+ - of 8 P20 red f Kenedy, fo. Le adh Be covich Une - fp the sbeblicne a ged Carpe of a aye of) co tidled Mii acemisicde","To Mr. Macmillan, Mr. Gaitskell said the Prime Minister should begin to take seriously the danger of the spread of nuclear weapons within the Nato alliance. ""Let us say to Macmillan that he should press, I hope with the agreement of Kennedy, in talks with the Soviet Union, for the establishment in central Europe of a zone of controlled disarmament.""",a04-069.png,0.5925925925925926,"On Mr. Kenneth Kaunda's advice, Mr. Macmillan should have been prepared to deny any of these allegations. But he said emphatically that the evidence did not support them. He was repeating an argument which he had already developed for an hour before lunch. He had the feeling that the record of a woman of her word had been tampered with.",0.7350427350427351,-24.038461538461554
