OCR Text,Ground Truth,Sample ID,old_CER,Model Correction,new_CER,CER_reduction
"Tre acount af He cole woo uch ~~ doubt. dor big VO es werk Wwiaceect ""Un A DURQy 4G Bers Whries bo arfeak aq cous anil tes cn bee Goortmugub for wid@uunng bee owt ""Senin ann placdiag baavg Uudems con bucom. least abliatco Gens Mew. hr. Brown ota clued baal ba policy ~otQd Cn UFR Ware wmouslousd. Lh had of fe crak MACUL, peo plQa_ Pors- Bason or like: anal ae Lo®asw supporlero.","The result of the vote was not in doubt. For the Tories were massed in answer to their whips to defeat a censure motion on the Government for ""undermining the Health Service"" and placing heavy burdens on those least able to bear them. Mr. Brown declared that the policy under censure was monstrous. It had offended many people far beyond the ranks of Labour supporters.",a01-091u.png,0.5365853658536586,The answer to the question was no doubt. Mr. Brown had no doubt that he would be able to find a way to obtain the necessary support for his policy. But he had of course no intention of giving in to the demands of the Labour Party or like-minded supporters. He would have to placate them with a new policy - and that would have been very difficult.,0.7289972899728997,-35.85858585858585
", MAe> aw bbe nna ot balpina class and heeadtur. bie pteh, Wn CORKS: AQIAN OpPrmmacn we Lual OWUQ ROSE, mupporb ug, brane Lea CURASacK Onaga te nw 4 WROMRA AA -. bur. "" Deowe asad Con > 9p WR. One ALaling wihh, ava uable earfica. wWhior ""RO OND An Cae AS UM Ve orcs lock to Can PvOUr_ Us, Bulk th Los Quer na quaubhy ewotyer. We las2 A@oceudak Faun be ""ea pyawyicins to","""After a lifetime of helping others and healing the sick, my considered opinion is that anybody supporting the increased charges is a wicked, old -."" Mr. Brown went on: ""We are dealing with a noble edifice which needs an imaginative architect to improve it, but it has got a quantity surveyor. We have descended from the real problems to fiddling about with bills of cost.",a01-102u.png,0.7043010752688172,"This is not to say that there is no difference between class and race. In fact, it is quite the opposite. In the case of Anglesey, for example, there are two classes of people. One is the upper class, and the other is the middle class. The upper class are men, and they are the ones who have to work to support their families. The middle class are the people who have the means to support themselves, and their families, but the lower class is the one who has to work.",0.9112903225806451,-29.389312977099223
"fe fold thm that thei conc fn of swcial ceciat svar why Afrot - frdavmlely Afeant fon that af Lobe, thy wuld paride an ambulance sevice for te abolatly wrefthed ~ buf it would ro be foo comfortable ror fro aay h ae! Arca fiero that ot was Labo which fire? pat a cell on healt, per and sfactel chery ec. Me Dirwn reminded the hastle Govemment benches that wae de ty 1950 because of the firancial stain of fie Korean wat","He told them that their conception of social services was wholly different - funda- mentally different from that of Labour. They would provide an ambulance service for the absolutely wretched - but it would not be too comfortable nor too easy to get. Answering jeers that it was Labour which first put a ceiling on health spending and started charges, Mr. Brown reminded the hostile Government benches that was done in 1950 because of the financial strain of the Korean war.",a01-113.png,0.2805907172995781,"It was clear that the Prime Minister had no knowledge of any reason why Afrotrot- friday had occurred, and that even if he had known, he would not suggest an ambulance service for the unfortunate wrefthed - unless it would be comfortable for him to do so. He said that it was doubtful which fire had set a cell on fire, per and above all facts. He reminded the House of Commons benches that it had been banned in 1950 because of the firancial stain of the Korean War.",0.5,-78.19548872180451
"ape fads teaser to take toute mater ui aa = pat tntst on bas J | iclly , lebug Fave a - 7 jnko Mhe cost of crags aud the pharmaciubeal hry."" The beh of cbylolren Noclay owed much fe "" welfare focd scheme. It wees wren tauned larg Hewes. Now in Covolitons of lory fllaouce '} seamed st-cotll nolbe cari ar.","""Mr. Powell finds it easier to take it out of mothers, children and sick people than to take on this vast industry,"" Mr. Brown commented icily. ""Let us have a full inquiry into the cost of drugs and the pharmaceutical industry."" The health of children today owed much to the welfare food scheme. It was maintained during the war. Now in conditions of Tory affluence it seemed it could not be carried on.",a01-122.png,0.4466501240694789,"ape fads teaser to take the materia materia out of the market and put them on bas- turelly, and to cover the cost of crags and the pharmacological treatment. The health of children in London owed much to this welfare focussed scheme. It was first introduced in the 1950s. Now in Coventry of the 1960s it has been extended to other towns and cities.",0.543424317617866,-21.66666666666667
"""Thak couvet aubuud wilraut ees deueloe mort Berna, Unuted or an adingtuedt hevng wecte ae Rucucine, The Governurenk dade 1o act it Wa, financing - Whick Hr. Rowell claimed wos WAU PLming = Uo wncOuunina- fre a@vier, erasing Hig qhhach on ""ecohowuc chaiges | we pool Cure : Mr. Powe saick buat al lucec (oda would ah @2 Rea um [ouiles i OUOM 0 V2 AALS NomMeual ba 1 shou cg avauls.","""That cannot continue without either development being limited or an adjustment being made in financing."" The Government decided to adjust the financing - which Mr. Powell claimed was underpinning - not undermining - the service. Answering the attack on ""economic charges"" for welfare foods, Mr. Powell said that all these foods would still be free in families receiving regular National Assistance grants.",a01-132x.png,0.4901477832512315,"""Threatened by a coup d'état in Berna, or an armed uprising in Rucucine, the Government had to act swiftly, financing - which Mr. Rowell claimed was necessary - a new hospital for women and children, erasing the burden on ""ecoholic chaiges"". Mr. Powell said that the new hospital would be equipped with a new operating theatre and that it would be free of anaesthetics and other drugs.",0.6157635467980296,-25.628140703517605
"Lo the idea of Ppeyseval 183104 by 4he Pa'ime fl agp slot To CS ""VOCE derpp ed Instead ly, (lac tn leah With rE by on ay hond ""pre ad Teem wnda- the deuda-Sh,f aL Clo Pree eas Dixon [So)'2ary 's od boss adey 47 Fnance. teheck (lv Cd yond YEO, Cord Py VY Sad Whe '8 C4 0r9d 2th the C ndyer OF 1 epotg biog Wt LheSix, Mé the Seme fime the Paimea Shni'sls has oper ed. COMM en rea llh QVay facility Pa 69h /eTo- Sli! Bek, hin iain th aa ai","So the idea of a personal mission by the Prime Minister to Paris was dropped. Instead Mr. Macmillan will rely on a hand-picked team under the leadership of Sir Pierson Dixon, Britain's Ambassador to France, to back Mr. Edward Heath, Lord Privy Seal, who is charged with the conduct of negotiations with the Six. At the same time the Prime Minister has offered Commonwealth Governments every facility possible to safeguard their interests.",a02-004.png,0.5502283105022832,"The idea of PPE-SECTION 183104 by the Prime Minister's Office to provide a service to the unemployed was derided instead as ""voodoo"" and, in fact, with little success, it was replaced by a new scheme by which the unemployed would be given the chance to find a job in the private sector. The new service would provide a training facility for unemployed men and women, and in return they would be entitled to a monthly stipend of 1.5 per cent of their gross earnings. In the course of the past year the Paimea Shni'sls has operated a number of such facilities.",0.9018264840182648,-63.90041493775932
"Some of the prttenr were rereued ge-todey at a metry -~ bats Petureen M, Cure de Mule, Fock Greig Mites) ard At. Heath . AR, Selugn dled - mam wth tells enengh bah tome - r€em- | fated te fly ty trouble abrerd Lat year Powe, the vite or Irtartt ; wrk optrened the MATo","Some of the problems were reviewed yesterday at a meeting in Paris between M. Couve de Murville, French Foreign Minister, and Mr. Heath. MR. Selwyn Lloyd - a man with troubles enough back home - seems fated to fly into trouble abroad. Last year it was the riots in Istanbul, which enlivened the NATO Council meeting.",a02-020.png,0.3955696202531645,"Some of the children were reared in a madhouse at a time when Petronella M, Cure de Mule, Fock Greig Mites and At. Heath, Selugn Dled - mother who tells the story in her book - was fated to fly away to trouble at the end of the year, the year of Anglesey's death; but she opted to return the following year.",0.5949367088607594,-50.40000000000001
"Aha mans rouse Was warcheal Grou Gays by plain-doihos mon. Gmmelleernambar FU. Poy Clk commensal ad a Hoss Grfaarice.,, Fs asl exhCoidinowy things, cua hagpsning : THY cmmifiae mombars Lol) ayotas al Covocsieo! teday, incbudiing Lao Ldussobt, kaaly kisi, lod AgA-Cu, 0 Fv. thcradl SoH, arct tu. Ck.","A third man's house was watched for four days by plain-clothes men. Committee- member Mr. George Clark commented at a Press conference: ""The most extraor- dinary things are happening."" Fifty committee members will appear at Bow-street today, including Lord Russell, Lady Russell, Lord Boyd-Orr, the Rev. Michael Scott, and Mr. Clark.",a02-062.png,0.4684684684684684,"A great deal was made of this by plain-minded people. It was not commensal and a great deal of fun, but it was amusing things, and I found myself thinking: THOUGHT THE CEMIFIES were the most important thing in the world, and yet, in spite of all that, they were not.",0.6996996996996997,-49.35897435897438
"Lustee4, the Renae § will remain m Loner and await to hear the comperence's preoposeds, Then thee vies wil At trongmttied Eek MR. BUTLER , the Hewo Secretory, Aes dexceledl song deg com he Aiggess chal ong ¢ to Govern mend cutheriver get ne sented ty whe ""Bom - the-Bowh"" demenseraters, Petree teave Aes Aeon cancelled encl secret ploms prepared ik al ek le mas st down rally placed fev Sunoloa tn Por dicament-sguare ty abe fpiin ity th OR of lov, the anti. nucleat aring","Instead, the kings will remain in London and wait to hear the conference's proposals. Then their views will be transmitted back. MR. BUTLER, the Home Secretary, has decided to meet head-on the biggest challenge to Government authority yet presented by the ""Ban-the-Bomb"" demonstrators. Police leave has been cancelled and secret plans prepared to deal with the mass sit-down rally planned for Sunday in Parliament- square by the Committee of 100, the anti-nuclear arms group.",a02-111.png,0.3347368421052631,"Lustee4, the Prime Minister, will remain in London and await to hear the comperence's pre-poseds. Then he will meet with Mr. BUTLER, the Home Secretary, to discuss the Government's plans to deal with the ""Bom- the-Bowh"" demeraters. Mr. Butler has cancelled all secret ploms prepared by the Government and has placed them in the hands of the Defence Department.",0.5052631578947369,-50.94339622641512
"ache the Fictlec Cbs et, 1936 , cond Cliclere flee ceteh rally dLlpal - holler Mhe Cbmernstattra uP town 2 204 we targ rccrsed 2m bbdiliall Laat righl Y cas tet ceed 2 yoer age , A olel adh Ha 4. Jérecrar ert 22h. Weellay te Tide el Maeve Hele wi Jelec Ceomninecttag ae et dogecen 4 whew «ye sonal gallons for Pe , Tif Yo Verltament Guare""","The possibility that the Government might invoke the Public Order Act, 1936, and declare the whole rally illegal - whether the demonstrators sit down or not - was being discussed in Whitehall last night. It was last used a year ago, to deal with the St. Pancras rent riots. Today Mr. Butler will have talks with Police Commissioner Sir Joseph Simpson to draw up final plans for the ""Battle of Parliament Square.""",a02-120.png,0.5825242718446602,"In the autumn of 1936, Mr. Clement Attlee, the Colonial Secretary, called a rally in London - the first in the Commonwealth to do so since the war - and told the British people that they were being treated with ""burdensome cruelty"" and that they should not be subjected to it. He urged them to unite with the Labour Party and the Colonial Office and to do ""whatever it takes for peace, for the good of the country.""",0.7766990291262136,-33.333333333333336
"~~ ay on™ tod G-\A, mia. Qyacratoue Tees. Crd YrXn9_ a ea Sa ent ee tO erp~placa, PMA ""Frou Chee & wer J Gesmcoe er","This is expected eventually to replace the Fiat G-91, and the F 104 Starfighter, the backbone of the German Air Force.",a03-089.png,0.8050847457627118,"""I'm going to have a look at it,"" he said. ""I'll see what I can do."" Mr. Macmillan went on to explain that he had written to Mr. Qyacratou, the Prime Minister, asking for advice. He said that he was concerned that the Government was not prepared to take any steps that might lead to an increase in the cost of living.",2.093220338983051,-160.00000000000003
"SM onore durumne, toL bos fo Rowins Framdewk Kommedy'» report to tha Britinh Pome Himister of ue omtcome of in xeauh wont LoRawr, Vrs Gomenc de Come Lod mode Seor Brak Ie would) cccoph Bribnim who ie Connon osu only R Yor wire mo comalitiow, ford down to meek the Commonwee dh ond olher rwr2weali ows.",It arose during talks following President Kennedy's report to the British Prime Min- ister of the outcome of his recent visit to Paris. There General de Gaulle had made clear that he would accept Britain into the Common Market only if there were no conditions laid down to meet the Commonwealth and other reservations.,a04-003.png,0.4088050314465409,"In April of that year he wrote to Sir Francis Burdett to report to the British Prime Minister of the imminent arrival of in London of a new Prime Minister, Mr. Gomen de Gaulle, whom he described as a ""gentleman who is only too willing to negotiate, ford down to meek the Common Market and settle the differences between Britain and America.""",0.6855345911949685,-67.69230769230768
"Ihe jajul COUNM Lit She ou Ni. Keanecly's aul fr, Macmsbau's tuivel talks - the Fiat were at Key West Flondla , the secoul 14 Wash iagtou Sail: ""Their cicussious covered We tumybr Problewus, byt ecououre aucl potibial ; aud revealed ouce agli the Close Agfeemeuf of the two (jovernmeuts ix persealr 4 Their Commu purposes, ""Occatiou Wag g/veu a fevien) the uetel by econvunit. ~-operapou audl oopausioy in Whe geveral iuderes}s of develo peo aud uudlerelevelopeol qguurnes abibe.""","The joint communique on Mr. Kennedy's and Mr. Macmillan's third talks - the first were at Key West, Florida, the second in Washington - said: ""Their discussions covered the major problems, both economic and political, and revealed once again the close agreement of the two Governments in pursuing their common purposes. ""Occasion was given to review the need for economic co-operation and expansion in the general interests of developed and underdeveloped countries alike.""",a04-015.png,0.3361522198731501,"Inevitably, Mr. Keanecly's and Mr. Macmillan's talks - the latter were at Key West Flondla, the former at Miami, the latter at Salisbury. ""Their conversation covered the main problems, by and large; and revealed to us the close association of the two leaders and their common purposes,"" wrote Mr. Wilson. He added: ""Their conciliation covered the differences in the various aspects of development policy and economic development. They agreed on a common approach in the areas of economic development and industrial development.",0.6617336152219874,-96.85534591194973
"H said Lad the Pesicleud auc trewier votect ""with sabsfechou"" te ag reeweld in Viewa ou the veed bi an cHledve Laos ceasfire ; blah sloulel Zool to frogiess tytsaicl a Laos CGneumeut at the hreueva Coufereuce _"" farbeulay Gfteubou lyas ale givel to the wuclear tests covfereuce quel ® the guectou of diiasmanerd ""The situation fu regeicd Wo Crenmauy wes revrewvecl, anol Mere tues pall Ggheewueut bu the uecegity of waiuferenus The piplefe ddl ob bpabous of the dbiecl Govewnatuts Iu betbu.'","It said that the President and Premier noted ""with satisfaction"" the agreement in Vi- enna on the need for an effective Laos ceasefire, which should lead to progress toward a Laos agreement at the Geneva conference. ""Particular attention was also given to the nuclear tests conference and to the question of disarmament. ""The situation in regard to Germany was reviewed, and there was full agreement on the necessity of maintaining the rights and obligations of the allied Governments in Berlin.""",a04-019.png,0.3830645161290322,"He said there was a stronger votation ""with more enthusiasm"" to be had in view of the nuclear tests in Vietnam and the possibility of an accidental Laos ceasfire; he urged the Soviet Union to frog- march a Laos CGneumeut at the Ho Chi Minh Conference -""farbeulay Gfteubou"" - and to give an answer to the question of nuclear tests and the control of nuclear weapons. ""The situation in Chechnya was revolved around nuclear tests, and the situation in Cambodia was revrewed, an emergency situation, and there was no change in the attitude of the Government to the issue of nuclear disarmament."" The Prime Minister said: 'The principle of disarmament is the basis of the defence of the country.",0.8649193548387096,-125.78947368421056
"Thiet ow- le verckls of the Uerine, Meenas | peace ~ Loving poop WLR Se5 ""a goer depinvediy My. Cru sich su velraiueck at lhe Ai port bo po Pesicke.t Srerlyev jc wlootu'ey Di. Srkarne Pesiteo~ arée Poiwe Miuyk- f Mnhoue sq _ rho AW bo Beas FO? jet om a Stak vis?t UO tenuate aff Hy. Kkhrustchaav has air poe YUrure A heera, Hels | Lteo Cro I Jhdouepag suhaiurs bake Ha roy C avath barr ites ho Surlonnn fae Rep eee or tue farmiag Aa","""Thinking over the results of the Vienna meeting, peace-loving people will say 'a good beginning.'"" Mr. Krushchov remained at the airport to join President Brezhnev in welcoming Dr. Sukarno, President and Prime Minister of Indonesia, who arrived by Boeing 707 jet on a state visit 40 minutes after Mr. Khrushchov had arrived from Vienna. A cheering, delighted crowd of Indonesian students broke through crash barriers to surround their President on the tarmac for several minutes, chanting his name and waving flowers.",a04-035.png,0.5540540540540541,"In the verdant green hills of the Uerine, Meenas is peace-loving and loving, and he has a kind and gentle nature. He has a velvety voice at the end of the world. He is a gentle and gentle man. He loves his wife and his children. He does not envy them their freedom. And he has no envy of the Jews.",0.7084942084942085,-27.87456445993032
"Sn Vienna , Adore 44 Ks, on fy Moscou, Ur. khiushckoy seaiot he br speck lis weekeuct talks with Cresidert Kennet, Lwuikt & help ' to eslabeish au oholu as poce Selueet nadie Replys p fo fre tcl rypeect frou Anusha Peesioct Schoer | fee Syuiel Pence thaukeor seshte for- thy hoseilehity anh jrelcomie be hat rKoelvreot, ""The Swuiel Uaioe hav alloc ge our, anol bs SU ee to safeguarl a4 outurlug peace for fe popes | A Secure G4 aay NK, bor of Ha","In VIENNA, before flying off to Moscow, Mr. Khrushchov said he hoped his weekend talks with President Kennedy would help ""to establish an enduring peace between nations."" Replying to a farewell speech from Austrian President Schaerf, the Soviet Premier thanked Austria for the hospitality and welcome he had received. ""The Soviet Union has always striven and is striving to safeguard an enduring peace for the peoples, to secure an early solution of the disarmament problem, and to bring about a peaceful settlement of international disputes through negotiations,"" he said.",a04-039.png,0.5462478184991274,"Sn Vienna, Vienna, April 22, 1945. On Friday, on the eve of Moscou's visit to Washington, Mr. Kennedy said he had held secret talks with Sir Francis Welensky, the British Foreign Secretary, to seek his help 'to establish as early as possible a permanent basis for negotiations with the Soviet Union.' He said: ""The Soviet Union has no right to interfere in our, or any other country's, efforts to safeguard international peace for the peoples of the world. A secure and prosperous future for the people of the West is our aim.""",0.7207678883071553,-31.948881789137378
"Ha Gaskell pail Hat a pn of ew Mouw could pot cy facil he + mabous to uhh jf vows aed. 3d Govermnuneh Shab! be pu to meso be aud Aefiue poral vat stich Hy ddl mot cg Mee Libre Rely ape Tha mis Gs hue te asic, thay wen out of dae owe! uibnrche ou! woul! 2 hac tran acho | ,","Mr. Gaitskell said that a member of an alliance could not deny facilities to nations to which it was allied. But governments should be free to negotiate and refuse proposals with which they did not agree. The Labour Party opposed Thor missiles, because, he said, they were out of date and vulnerable and would attract enemy action.",a04-050.png,0.5015105740181269,"Mr. Gaskell said that a majority of the Commons could be convinced to agree to his proposals. He added that the Government should be prepared to make a substantial contribution to the National Health Service, and that if Mr. Macmillan did not accept the Government's offer to pay for the service, then it would be out of the question.",0.6646525679758308,-32.5301204819277
"Ts Oa. Nerul. 1 Cobsbell sor th, Codi (igte shuld beg tobe coutbualy te deny vf 7 th _ - ies COS othe th.. Hots Miser ca . E; Re waite tet lo ale roe th. e+ - of 8 P20 red f Kenedy, fo. Le adh Be covich Une - fp the sbeblicne a ged Carpe of a aye of) co tidled Mii acemisicde","To Mr. Macmillan, Mr. Gaitskell said the Prime Minister should begin to take seriously the danger of the spread of nuclear weapons within the Nato alliance. ""Let us say to Macmillan that he should press, I hope with the agreement of Kennedy, in talks with the Soviet Union, for the establishment in central Europe of a zone of controlled disarmament.""",a04-069.png,0.5925925925925926,"Mr. Cobsbell said that he would have to be ""credible"" to deny that there was anything in the report that suggested that Mr. Macmillan was responsible for the death of Mr. Kenedy. He said that it had been the result of an accident of some kind, and that he himself had not been involved in it.",0.6695156695156695,-12.980769230769242
